datetime,open,high,low,close,volume
20210301,286.0,294.0,281.01,289.02,255063.27
20210302,293.2,295.88,275.3,280.7,244124.65
20210303,276.0,286.8,271.61,285.3,211717.11
20210304,280.0,280.0,265.0,266.31,329358.86
20210305,258.0,272.19,254.0,266.5,291650.4
20210308,268.0,270.03,244.44,244.5,383653.77
20210309,242.0,249.2,230.0,242.5,438745.77
20210310,248.0,255.0,247.1,252.6,309582.3
20210311,255.01,269.5,250.08,265.04,301530.94
20210312,269.1,269.49,255.77,264.45,251437.85
20210315,262.45,266.5,246.0,251.01,248997.34
20210316,251.6,262.55,250.55,262.41,231656.05
20210317,261.5,268.03,255.0,264.31,198878.01
20210318,265.0,275.0,265.0,270.39,201303.34
20210319,263.0,265.0,257.67,260.79,197849.81
20210322,260.95,263.59,254.71,259.5,142782.19
20210323,259.5,263.98,256.98,262.25,126951.57
20210324,259.09,269.0,258.62,260.8,179421.51
20210325,256.94,257.89,252.0,255.98,186258.55
20210326,258.0,267.18,255.82,265.95,230202.69
20210329,267.0,279.95,265.99,272.09,281994.81
20210330,270.5,278.52,270.5,273.46,168707.79
20210331,270.7,270.7,265.01,267.98,134111.04
20210401,270.0,273.89,267.01,273.08,121142.12
20210402,277.01,285.0,275.0,284.56,229626.23
20210406,285.95,288.0,282.0,284.76,155508.45
20210407,283.01,283.65,268.8,270.85,244936.27
20210408,265.0,274.85,264.06,273.08,162114.26
20210409,271.0,272.5,265.0,265.3,146115.56
20210412,265.2,267.36,260.0,260.99,133232.55
20210413,261.26,268.22,261.26,262.9,138757.29
20210414,262.91,267.61,261.25,263.78,148177.52
20210415,261.31,262.99,249.32,255.8,285959.38
20210416,255.8,263.63,255.8,261.8,187543.02
20210419,260.0,268.21,253.5,265.67,188155.79
20210420,265.0,273.79,263.01,267.75,199146.58
20210421,265.0,272.97,263.58,270.85,159231.6
20210422,270.9,274.0,269.0,271.19,116274.23
20210423,272.25,281.0,272.25,280.0,207833.26
20210426,283.0,285.89,274.86,275.0,203903.7
20210427,277.0,281.82,272.34,281.82,142314.52
20210428,275.0,285.6,273.8,285.6,220278.59
20210429,287.06,291.0,281.31,289.5,206936.02
20210430,287.0,289.3,283.68,285.0,158030.59
20210506,282.0,285.8,275.8,276.44,168660.57
20210507,280.01,280.23,271.28,272.1,125007.53
20210510,270.58,274.0,261.4,264.0,195248.24
20210511,262.22,275.46,261.99,275.45,192326.36
20210512,274.2,279.58,274.0,277.51,121063.44
20210513,274.19,278.55,272.5,276.0,97079.22
20210514,277.96,288.4,275.18,287.0,218084.51
20210517,288.22,304.67,288.22,297.19,280614.95
20210518,298.01,300.0,294.3,299.5,147286.92
20210519,298.0,309.1,296.03,302.79,167000.66
20210520,304.7,307.98,301.56,303.51,140239.85
20210521,305.0,305.69,295.06,296.6,172620.89
20210524,300.0,305.2,295.35,305.01,157088.94
20210525,306.0,323.06,304.92,323.03,323058.89
20210526,320.5,324.01,316.0,319.0,190751.17
20210527,318.17,326.23,314.22,318.18,164363.12
20210528,320.12,321.08,314.39,316.9,130245.03
20210531,315.3,315.62,309.32,315.12,177683.88
20210601,316.3,317.3,310.38,315.7,163875.74
20210602,315.7,318.37,308.5,311.84,156532.08
20210603,311.84,320.0,310.18,313.61,179177.36
20210604,312.0,318.5,309.51,315.3,175287.7
20210607,316.36,317.43,308.87,312.91,187370.19
20210608,313.0,313.5,291.99,297.95,311652.84
20210609,297.0,300.0,291.55,296.5,171576.68
20210610,297.01,305.5,295.5,303.05,150772.51
20210611,303.06,304.0,296.0,301.57,159127.82
20210615,301.52,304.05,292.77,299.26,145161.08
20210616,299.26,299.26,289.22,292.32,140629.99
20210617,291.11,298.0,291.11,294.22,109045.54
20210618,295.31,297.0,286.0,291.0,190715.78
20210621,293.0,297.3,291.0,296.87,206028.03
20210622,298.0,302.5,297.3,299.89,161663.58
20210623,299.3,299.5,290.0,290.94,230564.1
20210624,288.5,295.0,284.18,292.7,165518.34
20210625,291.05,301.38,290.88,299.92,205223.27
20210628,300.01,306.53,300.01,306.31,161253.87
20210629,306.48,306.64,296.68,298.55,156720.26
20210630,296.0,302.4,295.49,297.89,103395.09
20210701,296.75,299.0,292.0,298.2,136310.42
20210702,294.0,294.69,285.2,286.03,211691.6
20210705,284.17,288.5,280.02,281.1,180542.56
20210706,279.85,281.03,270.22,277.25,238954.51
20210707,280.0,285.0,278.88,284.59,174543.67
20210708,285.0,285.79,267.62,269.84,439575.67
20210709,269.45,270.58,262.0,267.28,213674.47
20210712,270.0,272.96,262.69,270.95,264246.69
20210713,270.97,279.34,270.97,276.0,218997.48
20210714,273.9,277.0,268.0,275.3,209218.3
20210715,275.0,281.2,272.71,280.83,195494.71
20210716,280.85,283.36,277.0,277.52,151513.98
20210719,275.8,282.5,274.49,280.89,143319.86
20210720,279.0,284.21,277.77,282.3,130092.23
20210721,282.29,285.97,280.01,281.22,149605.1
20210722,282.51,284.66,278.65,280.1,143103.78
20210723,278.86,279.0,268.12,271.21,212303.52
20210726,268.66,268.66,244.09,249.54,462131.23
20210727,247.0,248.8,231.0,231.15,423313.05
20210728,231.18,237.9,224.89,236.68,361142.9
20210729,245.44,245.79,233.68,235.05,313221.53
20210730,235.06,235.06,216.84,220.75,427979.29
20210802,215.37,234.9,212.15,234.45,468444.4
20210803,229.1,240.66,227.7,240.05,341719.33
20210804,237.0,238.89,233.0,234.5,230289.51
20210805,229.0,236.0,225.5,227.17,285510.69
20210806,225.0,227.9,221.25,226.0,191529.22
20210809,224.0,236.68,222.0,230.01,264929.24
20210810,231.26,250.0,227.38,248.9,460837.46
20210811,245.97,251.12,241.97,246.2,253075.47
20210812,245.0,248.6,237.15,237.92,237149.46
20210813,237.0,243.0,236.0,240.8,160031.4
20210816,240.0,244.37,238.4,240.7,133173.13
20210817,239.41,242.0,229.78,229.95,218730.39
20210818,228.0,232.5,223.9,229.0,212644.88
20210819,228.9,231.29,222.0,222.65,289689.42
20210820,211.52,216.68,205.39,206.38,534004.35
20210823,206.39,211.77,204.9,206.04,418363.73
20210824,208.0,212.65,204.0,210.0,411903.75
20210825,210.88,218.93,210.66,217.5,381798.85
