datetime,open,high,low,close,volume
2024-10-20 22:07:57.962975,99.89698151707428,101.2918344826632,98.25631294450955,100.0,5862894
2024-10-21 22:07:57.962975,99.73991558880566,100.9317926096785,99.7342302978286,99.79260354824322,3131018
2024-10-22 22:07:57.962975,100.86348241515793,101.47974266154533,99.09790047682425,100.76212143082456,9210710
2024-10-23 22:07:57.962975,103.08023707830581,105.09756289645959,102.79844014138247,103.06407722083692,4489429
2024-10-24 22:07:57.962975,103.13280950007287,103.94637194059989,102.01373709599241,102.70208519842684,7888260
2024-10-25 22:07:57.962975,102.3382822791179,102.82695228463838,100.81955652600158,102.34138989291641,7478443
2024-10-26 22:07:57.962975,105.281285063602,104.97893859372508,104.42883003793096,104.76567241005239,1294746
2024-10-27 22:07:57.962975,106.34409558948354,106.29565945135465,104.23805777096835,105.97168464151035,6710754
2024-10-28 22:07:57.962975,104.91869873306007,105.74303987219528,103.47418640433035,105.22541976790687,6432019
2024-10-29 22:07:57.962975,106.53856948875806,106.42269373525015,105.00512471825873,106.08178639294127,5352892
2024-10-30 22:07:57.962975,104.94024728847016,105.7374595059536,105.33092942803329,105.34438374244665,2702159
2024-10-31 22:07:57.962975,104.94053276504255,105.20492082838389,104.00792122990529,104.60845353424095,4757985
2024-11-01 22:07:57.962975,104.8627916563714,105.35216638689735,103.6927230358592,104.98812301987329,4802177
2024-11-02 22:07:57.962975,102.36048698719941,103.80400142976134,99.97391735230481,101.97504749440888,9512558
2024-11-03 22:07:57.962975,99.70218371327908,99.49597172595352,98.08132506775816,99.33656882599183,2153224
2024-11-04 22:07:57.962975,98.80006576166804,99.53200726584062,97.98692664637703,98.49873311826519,3650235
2024-11-05 22:07:57.962975,97.28363056266255,97.79848306155644,95.77229422795266,97.00229438502978,5740039
2024-11-06 22:07:57.962975,97.26917626609368,99.37437833433476,96.40700058799801,97.45953506902154,9299350
2024-11-07 22:07:57.962975,95.72922990743298,96.3475117067403,94.63273747963733,96.13210100554491,3303554
